size,codigo_distrito,parking,codigo_tipo,piscina,total_rooms,price
165.0,69,0,2,0,7,1900.0
170.0,70,1,5,0,6,2950.0
65.0,69,0,2,0,3,650.0
95.0,62,1,2,1,3,1100.0
116.0,38,1,2,1,5,965.0
58.0,56,0,2,0,3,850.0
165.0,69,1,2,0,4,2600.0
70.0,60,0,5,0,3,850.0
70.0,69,0,2,0,4,1300.0
80.0,55,1,2,1,4,865.0
40.0,60,1,2,0,2,790.0
260.0,38,0,7,0,8,1600.0
45.0,69,0,1,0,1,800.0
86.0,62,0,4,1,4,1000.0
70.0,66,0,2,0,3,1000.0
245.0,39,1,7,1,7,1800.0
86.0,69,0,2,0,3,700.0
75.0,70,0,2,0,3,875.0
70.0,51,0,2,0,4,700.0
90.0,70,0,5,0,4,1100.0
88.0,69,0,2,0,3,780.0
65.0,22,0,2,0,4,600.0
174.0,60,0,2,0,8,1500.0
62.0,66,0,2,0,2,865.0
66.0,25,0,2,0,3,590.0
70.0,57,0,6,0,3,890.0
115.0,60,1,2,0,5,1180.0
100.0,70,0,2,0,5,1200.0
71.0,57,0,2,0,4,750.0
149.0,60,0,2,0,5,1450.0
101.0,38,1,2,1,5,785.0
76.0,62,1,2,0,3,1200.0
140.0,69,0,2,0,4,1500.0
140.0,6,0,7,0,5,800.0
60.0,65,0,2,0,2,900.0
228.0,69,1,2,0,7,2800.0
184.0,70,1,2,0,7,1800.0
96.0,40,0,2,0,5,950.0
84.0,6,1,2,0,5,650.0
66.0,30,0,7,0,4,700.0
63.0,69,0,2,0,2,900.0
333.0,52,1,7,1,10,2500.0
100.0,66,0,2,0,5,1350.0
65.0,57,0,2,0,4,700.0
65.0,30,0,2,0,2,490.0
151.0,18,1,7,0,6,750.0
105.0,38,0,2,0,4,1250.0
81.0,57,0,2,0,5,900.0
111.0,23,0,5,0,4,795.0
100.0,70,1,2,0,4,2400.0
125.0,70,0,2,0,6,1200.0
55.0,31,0,2,1,2,530.0
55.0,55,0,2,1,2,650.0
244.0,32,0,7,1,7,1750.0
347.0,25,1,7,1,7,3000.0
50.0,57,0,1,0,1,550.0
120.0,6,0,7,1,6,575.0
145.0,70,1,2,0,5,1500.0
95.0,69,0,2,0,4,1100.0
65.0,40,0,2,0,2,650.0
61.0,57,0,2,0,3,700.0
98.0,55,1,2,1,5,995.0
68.0,70,1,2,0,2,1400.0
58.0,66,0,2,0,2,850.0
71.0,26,1,2,0,3,650.0
63.0,60,0,2,0,2,875.0
70.0,70,0,2,0,4,750.0
83.0,56,1,5,0,3,1200.0
75.0,69,0,2,0,2,1000.0
75.0,70,0,2,0,5,900.0
69.0,66,0,2,0,3,900.0
73.0,26,1,2,0,3,550.0
240.0,33,1,7,1,8,2350.0
140.0,62,1,4,1,8,1550.0
40.0,55,1,1,1,1,525.0
65.0,66,0,2,0,3,850.0
56.0,69,0,2,0,2,950.0
52.0,27,1,2,0,2,570.0
318.0,53,1,7,1,6,3500.0
130.0,62,0,2,1,5,1400.0
50.0,42,0,2,0,2,575.0
55.0,60,1,2,0,2,790.0
90.0,70,1,2,0,5,1500.0
110.0,30,0,2,0,5,700.0
250.0,21,1,7,1,8,2500.0
71.0,55,1,2,0,4,875.0
99.0,6,1,2,0,5,650.0
50.0,70,0,2,0,2,999.0
99.0,62,1,2,0,5,1265.0
90.0,48,0,2,0,4,850.0
98.0,55,0,2,1,5,910.0
120.0,65,0,2,0,5,1200.0
75.0,69,0,2,0,3,850.0
60.0,30,0,2,0,3,580.0
120.0,69,0,4,0,4,900.0
72.0,57,0,2,0,3,650.0
40.0,30,0,2,0,2,550.0
171.0,70,1,2,0,7,2500.0
165.0,70,1,2,0,7,2300.0
140.0,6,1,7,1,6,725.0
114.0,69,1,2,0,5,1100.0
54.0,69,0,2,0,2,1100.0
35.0,60,0,1,0,1,650.0
60.0,70,1,2,1,2,900.0
100.0,70,0,2,0,5,1200.0
120.0,55,0,2,1,6,900.0
92.0,19,1,2,1,5,850.0
113.0,69,0,2,0,4,1300.0
65.0,69,0,2,0,3,750.0
90.0,69,0,2,0,3,1200.0
65.0,60,0,2,0,3,700.0
65.0,62,0,2,0,3,795.0
170.0,69,0,5,0,7,1900.0
65.0,66,0,2,0,3,1000.0
60.0,30,1,2,0,3,600.0
380.0,54,1,7,1,7,3000.0
97.0,70,1,5,0,4,2300.0
60.0,27,1,2,0,2,590.0
98.0,70,0,2,0,6,900.0
110.0,60,0,2,0,5,940.0
45.0,69,0,2,0,2,550.0
90.0,38,0,2,0,4,800.0
80.0,69,0,2,0,4,1200.0
105.0,38,0,2,0,4,1200.0
90.0,57,0,2,0,6,800.0
68.0,34,0,2,0,3,630.0
90.0,70,0,2,0,4,1230.0
87.0,57,0,2,0,4,750.0
80.0,66,0,2,0,4,1050.0
120.0,69,1,2,1,5,1600.0
64.0,66,0,2,0,3,850.0
77.0,56,1,2,1,3,750.0
50.0,18,0,3,0,2,500.0
87.0,65,0,2,0,3,1000.0
105.0,47,1,5,1,5,890.0
220.0,32,1,5,1,6,2500.0
70.0,66,0,2,0,2,900.0
180.0,30,0,2,0,4,800.0
102.0,70,1,2,0,4,1200.0
90.0,27,0,2,0,6,680.0
115.0,69,0,2,0,4,1500.0
176.0,20,0,4,1,5,1100.0
80.0,18,1,2,0,5,600.0
125.0,70,1,2,0,5,1190.0
150.0,62,1,2,1,5,1400.0
140.0,62,1,2,1,8,1550.0
180.0,69,0,2,0,7,2700.0
60.0,44,0,2,1,3,725.0
78.0,66,0,2,0,4,1050.0
75.0,65,0,2,0,4,900.0
96.0,69,0,2,0,3,900.0
75.0,35,0,7,0,3,650.0
60.0,69,0,5,0,3,800.0
84.0,53,1,2,1,5,990.0
200.0,17,1,6,1,6,1500.0
94.0,62,1,2,1,4,1000.0
70.0,66,0,2,0,2,900.0
